name,mmsi,imoNumber,callSign,cargo,vesselType,COG,heading,navStatus,SOG,timeOfFix,length,beam,latitude,longitude,datePulled
Paramethia,367663340,0,WDN2106,0-AllShips,36-Sailing,-1,-1,15-NotDefined,0.5,1738655108,11,4,33.850687,-118.397757,2025-02-04T07:45:46Z
Kin Ship,368064650,0,WDK5421,0-AllShips,37-Pleasure,-1,75,15-NotDefined,0,1738655135,26,6,33.72371,-118.279505,2025-02-04T07:45:46Z
Hsd-net-97%,232703015,0,,9-NoInfo,0-Unknown,46,330.2,15-NotDefined,0.1,1738654941,8,2,33.85022,-118.399517,2025-02-04T07:45:46Z
Midnight Express 37,338213838,0,,0-AllShips,37-Pleasure,200.5,62.5,15-NotDefined,0,1738654883,10,4,33.971952,-118.451312,2025-02-04T07:45:46Z
Reel Inn,338327349,0,,0-AllShips,37-Pleasure,-1,161,15-NotDefined,0,1738654964,20,6,34.405793,-119.6898,2025-02-04T07:45:46Z
Lola,338390977,0,,0-AllShips,37-Pleasure,157.9,19.1,15-NotDefined,0.1,1738655138,9,4,33.754092,-118.112572,2025-02-04T07:45:46Z
Sea Wave,367457870,0,WDF4968,0-AllShips,30-Fishing,-1,206,15-NotDefined,0,1738654882,26,7,33.47125,-118.608262,2025-02-04T07:45:46Z
Theresa Pride,477735300,9901790,VRUI4,0-AllShips,7-Cargo,286.2,287,0-Underway(Engine),11.4,1738655104,200,32,34.359997,-120.523255,2025-02-04T07:45:46Z
Amandla,235032178,0,MLBG4,0-AllShips,36-Sailing,324.1,347.1,15-NotDefined,0,1738654859,14,3,34.17307,-119.22832,2025-02-04T07:45:46Z
Koinonia,338433185,0,,0-AllShips,37-Pleasure,34.5,188,15-NotDefined,0,1738655024,22,7,33.723055,-118.06688,2025-02-04T07:45:46Z
Jocar,366762020,0,WCY8971,0-AllShips,37-Pleasure,0,58.1,15-NotDefined,0,1738654989,18,5,33.982268,-118.449648,2025-02-04T07:45:46Z
Brooks M Hamilton,368171390,0,WDL8631,0-AllShips,56-Spare,292.3,273,12-Reserved,0.2,1738655136,26,10,33.7215,-118.225383,2025-02-04T07:45:46Z
As You Wish,368343040,0,WDP3179,0-AllShips,37-Pleasure,0,252,15-NotDefined,0,1738655069,15,5,33.849592,-118.398013,2025-02-04T07:45:46Z
Tenacity,338126674,0,,0-AllShips,36-Sailing,309.9,263.9,15-NotDefined,0,1738654968,17,4,33.719603,-118.278533,2025-02-04T07:45:46Z
Incommunicado,338492377,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655078,11,4,33.460923,-117.69823,2025-02-04T07:45:46Z
Alan T,367104060,0,WDC9571,9-NoInfo,1-Reserved,331.7,347,0-Underway(Engine),0.2,1738655130,33,8,34.376005,-119.503318,2025-02-04T07:45:46Z
Sans Souci,367462550,0,WDF5384,0-AllShips,36-Sailing,353.4,81.5,15-NotDefined,0,1738655127,10,3,34.166828,-119.22499,2025-02-04T07:45:46Z
Coop De Ville,367669070,0,WDH 953,0-AllShips,37-Pleasure,254.9,252.3,15-NotDefined,0.1,1738654763,5,4,33.460237,-117.694153,2025-02-04T07:45:46Z
Aquila,235108582,1009962,2ICO9,9-NoInfo,9-Other,271.5,359,5-Moored,0,1738655003,86,14,33.971988,-118.449382,2025-02-04T07:45:46Z
As You Wish,338213842,0,,0-AllShips,37-Pleasure,203.1,48.3,15-NotDefined,0,1738654992,11,4,34.405148,-119.691592,2025-02-04T07:45:46Z
Champ,338328451,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0.3,1738655050,14,5,33.751202,-118.112345,2025-02-04T07:45:46Z
La Patrona,338391033,0,,0-AllShips,37-Pleasure,-1,353,15-NotDefined,0,1738654841,11,4,33.979643,-118.446567,2025-02-04T07:45:46Z
Lindy,368069000,0,WDH5627,0-AllShips,36-Sailing,340,340,15-NotDefined,1,1738655022,22,6,33.977413,-118.455093,2025-02-04T07:45:46Z
Frenchy,338438007,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654981,10,4,34.40462,-119.69157,2025-02-04T07:45:46Z
Zebrina,366773480,0,WCZ5446,0-AllShips,37-Pleasure,316.3,26,15-NotDefined,0,1738655129,16,5,33.980678,-118.449095,2025-02-04T07:45:46Z
Ava Foss,367467120,0,WDF5779,0-AllShips,6-Passenger,342.6,340.1,5-Moored,0,1738654874,18,4,33.84182,-118.392182,2025-02-04T07:45:46Z
Half Moon,367669230,0,,0-AllShips,36-Sailing,-1,359,15-NotDefined,0,1738654809,14,4,33.460863,-117.701113,2025-02-04T07:45:46Z
Md:143211,477991618,0,VRS8316,0-AllShips,36-Sailing,-1,-1,15-NotDefined,0.1,1738655035,21,6,33.72481,-118.27999,2025-02-04T07:45:46Z
Serenity,338127501,0,,0-AllShips,37-Pleasure,54.4,44.8,15-NotDefined,0,1738655142,7,3,33.751805,-118.111567,2025-02-04T07:45:46Z
Vision,338492815,0,VISION,0-AllShips,37-Pleasure,259.6,329.3,15-NotDefined,0,1738655118,17,5,34.245848,-119.265382,2025-02-04T07:45:46Z
Mauretania,367672140,0,WDH9845,0-AllShips,6-Passenger,210.7,178.8,15-NotDefined,0,1738655143,25,6,33.723537,-118.280442,2025-02-04T07:45:46Z
Cherry,368069570,0,WDK5924,0-AllShips,37-Pleasure,211.8,276.5,15-NotDefined,0,1738655035,22,6,33.459038,-117.696025,2025-02-04T07:45:46Z
Shogun,368182570,0,WDL9823,0-AllShips,9-Other,29.4,31,5-Moored,0,1738654863,39,8,33.614825,-117.914685,2025-02-04T07:45:46Z
Lbhp Boat 2,368343980,0,WDP3283,0-AllShips,55-Law,319.6,319.6,15-NotDefined,16.6,1738655141,10,4,33.736638,-118.203565,2025-02-04T07:45:46Z
Everlong,338214508,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654814,17,5,33.983407,-118.450868,2025-02-04T07:45:46Z
Blue Sky,338328494,0,BLUESKY,0-AllShips,37-Pleasure,357.3,355.2,15-NotDefined,0,1738655040,17,4,33.719655,-118.278072,2025-02-04T07:45:46Z
Happy Ours,338392019,0,,0-AllShips,37-Pleasure,257.7,296.5,15-NotDefined,0.2,1738654818,13,4,33.848697,-118.399003,2025-02-04T07:45:46Z
Gloria Marie,367108530,0,WU2569,0-AllShips,30-Fishing,333.6,228.7,15-NotDefined,0,1738655108,0,0,34.403647,-119.692227,2025-02-04T07:45:46Z
Maria,241079000,9530890,SVBE9,0-AllShips,8-Tanker,309,310,1-AtAnchor,0,1738655052,274,48,33.60905,-118.029667,2025-02-04T07:45:46Z
Willoughby,338440257,0,,0-AllShips,37-Pleasure,-1,340,15-NotDefined,0,1738655066,10,4,33.975813,-118.455447,2025-02-04T07:45:46Z
Windfall,338492818,0,,0-AllShips,36-Sailing,141,141,15-NotDefined,0,1738655009,10,4,33.982187,-118.446617,2025-02-04T07:45:46Z
George Ii,366791000,7729461,WFLH,0-AllShips,7-Cargo,65.4,76,5-Moored,0,1738655038,273,31,33.769598,-118.228145,2025-02-04T07:45:46Z
R Mantasea,367467650,0,WDK8357,0-AllShips,36-Sailing,22,-1,15-NotDefined,0,1738654962,14,8,34.166718,-119.224617,2025-02-04T07:45:46Z
One Modern,538004203,9475636,V7VS6,1-HazCatX,7-Cargo,34.6,81,5-Moored,0,1738655015,302,44,33.766448,-118.273263,2025-02-04T07:45:46Z
Pilar,338127967,0,,0-AllShips,37-Pleasure,236.5,109.6,15-NotDefined,0,1738655018,13,4,33.61121,-117.901127,2025-02-04T07:45:46Z
Admiral Xl,368073410,0,WDK6320,0-AllShips,37-Pleasure,86.1,301.2,15-NotDefined,0.1,1738655118,36,8,33.97018,-118.449693,2025-02-04T07:45:46Z
Stay Or Leave,368344220,0,WDP3330,0-AllShips,37-Pleasure,-1,118.9,15-NotDefined,0,1738654739,19,5,33.725837,-118.07633,2025-02-04T07:45:46Z
Miss September,338128375,0,,0-AllShips,37-Pleasure,227.3,284.2,15-NotDefined,0,1738654992,14,4,33.72236,-118.280982,2025-02-04T07:45:46Z
Flying Dutchman-79%,338218167,0,,9-NoInfo,0-Unknown,167.8,5.4,15-NotDefined,0,1738654943,10,2,33.849025,-118.40047,2025-02-04T07:45:46Z
It's Abow't Time,338328935,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654916,12,4,33.46004,-117.700862,2025-02-04T07:45:46Z
Allure,338392038,0,,0-AllShips,36-Sailing,-1,20.4,15-NotDefined,0,1738655116,12,4,33.459853,-117.69389,2025-02-04T07:45:46Z
Tardis,367110020,0,WDD2030,0-AllShips,36-Sailing,0,305.7,15-NotDefined,0,1738654973,12,5,33.977972,-118.445978,2025-02-04T07:45:46Z
Monkey Biz,367468890,0,WDF5938,0-AllShips,37-Pleasure,0,0,15-NotDefined,0,1738655010,20,8,33.614325,-117.913552,2025-02-04T07:45:46Z
Tuamotu,367676070,0,WDI2235,0-AllShips,36-Sailing,320.9,299.6,15-NotDefined,0,1738655056,12,4,33.751903,-118.10996,2025-02-04T07:45:46Z
Sallyann,368187720,0,,0-AllShips,37-Pleasure,-1,269.7,15-NotDefined,0,1738654588,18,6,33.620332,-117.926655,2025-02-04T07:45:46Z
Perfect Balance,338441458,0,,0-AllShips,37-Pleasure,232.9,297.8,15-NotDefined,0,1738655139,17,8,33.719697,-118.279792,2025-02-04T07:45:46Z
Wyatt M,367492920,8978710,WDF8246,9-NoInfo,0-Unknown,273.6,88,15-NotDefined,0.1,1738655110,31,8,33.563387,-118.114085,2025-02-04T07:45:46Z
Libertas,368345680,0,WDP3461,0-AllShips,36-Sailing,-1,-1,15-NotDefined,0,1738654845,15,8,33.720073,-118.279948,2025-02-04T07:45:46Z
Golden Arion,538004434,9461336,V7XA3,0-AllShips,7-Cargo,298.4,302,0-Underway(Engine),9.4,1738655139,229,32,34.009042,-119.126093,2025-02-04T07:45:46Z
Chios,241741000,9772113,SVDL4,0-AllShips,8-Tanker,241.7,265,1-AtAnchor,0.1,1738655112,274,48,33.66754,-118.123627,2025-02-04T07:45:46Z
Chief,338218665,0,,0-AllShips,37-Pleasure,129.5,319.1,15-NotDefined,0.1,1738654979,0,0,33.753343,-118.111828,2025-02-04T07:45:46Z
Spica,338493409,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655118,9,3,34.245735,-119.264862,2025-02-04T07:45:46Z
Islander,366813530,0,WDA4825,0-AllShips,6-Passenger,0,225.9,0-Underway(Engine),0,1738654648,20,7,34.244623,-119.2644,2025-02-04T07:45:46Z
,368073670,0,,0-AllShips,37-Pleasure,357.5,31.8,15-NotDefined,0,1738655075,0,0,33.619522,-117.924783,2025-02-04T07:45:46Z
Finn,368195940,0,WDM3290,0-AllShips,37-Pleasure,-1,246.4,15-NotDefined,0,1738654975,8,3,34.443832,-119.763633,2025-02-04T07:45:46Z
Class Action,338130192,0,,0-AllShips,37-Pleasure,233.7,238.2,15-NotDefined,0,1738655118,13,5,33.983095,-118.447918,2025-02-04T07:45:46Z
Predator Ii,338329002,0,,0-AllShips,37-Pleasure,31.3,207.8,15-NotDefined,0,1738655102,13,6,33.767118,-118.251782,2025-02-04T07:45:46Z
Seaduction,338392433,0,,0-AllShips,37-Pleasure,-1,34.2,15-NotDefined,0,1738655121,10,4,33.76139,-118.186047,2025-02-04T07:45:46Z
4-pack,367120470,0,WDD2832,0-AllShips,37-Pleasure,-1,167.2,15-NotDefined,0,1738655026,14,4,33.722433,-118.281345,2025-02-04T07:45:46Z
El Tigre,367678390,0,WDI2461,9-NoInfo,0-Unknown,222.8,229.1,0-Underway(Engine),0,1738655140,22,6,33.613662,-117.924762,2025-02-04T07:45:46Z
Falkor,338444103,0,,0-AllShips,36-Sailing,-1,-1,15-NotDefined,0.1,1738655020,11,4,34.244632,-119.260827,2025-02-04T07:45:46Z
Hooker,366823250,0,WDA5733,0-AllShips,37-Pleasure,274.4,234.7,15-NotDefined,0,1738655124,14,4,33.721585,-118.28106,2025-02-04T07:45:46Z
Pacific Moon,368200240,0,WDM3761,0-AllShips,34-Diving,-1,-1,15-NotDefined,0,1738654983,16,6,33.723703,-118.280738,2025-02-04T07:45:46Z
We,368349940,0,WDP3939,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0.2,1738655058,27,6,34.244607,-119.262553,2025-02-04T07:45:46Z
Bounty,338218673,0,,0-AllShips,37-Pleasure,15.1,351.5,15-NotDefined,0,1738654761,14,6,33.61812,-117.92193,2025-02-04T07:45:46Z
Blood Stripe,338493776,0,,0-AllShips,37-Pleasure,-1,348.2,15-NotDefined,0,1738654929,12,4,34.25874,-119.266922,2025-02-04T07:45:46Z
Thalassa,367506190,0,WDF9539,0-AllShips,36-Sailing,313.4,104.8,15-NotDefined,0,1738655100,16,5,33.724272,-118.281508,2025-02-04T07:45:46Z
Cabrillo,368076520,0,,0-AllShips,37-Pleasure,309,309.5,15-NotDefined,0,1738655007,12,5,33.724503,-118.28247,2025-02-04T07:45:46Z
Taqah,538004833,9501174,V7ZI4,0-AllShips,8-Tanker,177.1,284,1-AtAnchor,0,1738655055,333,60,33.624147,-118.0728,2025-02-04T07:45:46Z
C Tiger,249032000,9583706,9HA6074,0-AllShips,7-Cargo,298.7,298,0-Underway(Engine),9.1,1738655138,181,30,33.648618,-118.365058,2025-02-04T07:45:46Z
The Rodfather,338130902,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654884,10,3,34.246573,-119.263852,2025-02-04T07:45:46Z
Reel Energy,338223624,0,,0-AllShips,37-Pleasure,207.6,354.1,15-NotDefined,0,1738654832,14,6,33.615113,-117.904182,2025-02-04T07:45:46Z
Liberty Call,338329178,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655001,14,5,33.724858,-118.073065,2025-02-04T07:45:46Z
Solmates,338446155,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654966,14,4,33.980047,-118.44701,2025-02-04T07:45:46Z
Ben Cheramie,367124980,9271200,WDK5426,0-AllShips,7-Cargo,207.5,135.8,0-Underway(Engine),0,1738655140,46,14,33.7345,-118.27074,2025-02-04T07:45:46Z
Say Anything,338392591,0,,0-AllShips,37-Pleasure,160.9,266,15-NotDefined,0,1738654315,10,4,33.62133,-117.897068,2025-02-04T07:45:46Z
Serenity Now !,338494027,0,,0-AllShips,37-Pleasure,-1,17.7,15-NotDefined,0,1738655100,17,5,33.98113,-118.45144,2025-02-04T07:45:46Z
New Del Mar,366855060,0,WDA8503,9-NoInfo,0-Unknown,62.8,0.6,15-NotDefined,0,1738655141,23,8,33.971923,-118.446535,2025-02-04T07:45:46Z
Rising Star,367678730,0,WDI2492,0-AllShips,30-Fishing,197.3,57.6,15-NotDefined,0,1738655057,18,6,34.242777,-119.264397,2025-02-04T07:45:46Z
Blue Haven,368201590,0,WDM3911,0-AllShips,37-Pleasure,250.8,33.2,15-NotDefined,0,1738655007,11,4,34.40592,-119.690358,2025-02-04T07:45:46Z
C-hawk,338134127,0,,0-AllShips,37-Pleasure,190.1,126,15-NotDefined,0,1738654794,7,3,33.979952,-118.450002,2025-02-04T07:45:46Z
City Lights,338224785,0,,0-AllShips,37-Pleasure,271,99.4,15-NotDefined,0,1738654632,0,0,33.972172,-118.453337,2025-02-04T07:45:46Z
Magari!,338330108,0,,0-AllShips,36-Sailing,-1,8.5,15-NotDefined,0.1,1738655058,0,0,33.977193,-118.44951,2025-02-04T07:45:46Z
C To Sea,338392821,0,,0-AllShips,37-Pleasure,-1,296.4,15-NotDefined,0,1738655134,12,4,34.406555,-119.691735,2025-02-04T07:45:46Z
Db Salta Verde,367507960,0,WDF9705,0-AllShips,9-Other,243.2,149.7,5-Moored,0,1738655085,56,15,33.754632,-118.223967,2025-02-04T07:45:46Z
My Sunseaker,368079770,0,WDK6954,0-AllShips,37-Pleasure,75.5,255.8,15-NotDefined,0,1738653090,24,5,34.254588,-119.263297,2025-02-04T07:45:46Z
,368349943,,,,,-1,-1,15-NotDefined,1,1738654800,,,34.245,-119.263333,2025-02-04T07:45:46Z
Janice Marie,338447844,0,,0-AllShips,36-Sailing,66,204.4,15-NotDefined,0,1738655064,12,4,33.76101,-118.1852,2025-02-04T07:45:46Z
Belinda Brusco,368084230,0,WDK7413,0-AllShips,31-Towing,95.4,266,5-Moored,0,1738655114,20,8,34.148733,-119.201783,2025-02-04T07:45:46Z
Adagio,368350690,0,,0-AllShips,37-Pleasure,269.5,96,15-NotDefined,0.1,1738654729,15,5,33.72445,-118.07228,2025-02-04T07:45:46Z
Alan,538004940,9528562,V7ZY2,0-AllShips,7-Cargo,160,261,1-AtAnchor,0.3,1738655038,229,32,33.706833,-118.130333,2025-02-04T07:45:46Z
Nordindependence,255806059,9783019,CQIS9,0-AllShips,8-Tanker,337.3,255,1-AtAnchor,0.1,1738655128,236,44,33.705137,-118.158013,2025-02-04T07:45:46Z
Sea Lily,338137334,0,,0-AllShips,37-Pleasure,0,303.8,15-NotDefined,0,1738654996,13,3,33.762985,-118.116185,2025-02-04T07:45:46Z
Makin Memories,338494581,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0.1,1738654824,17,7,33.98107,-118.451843,2025-02-04T07:45:46Z
Raptor,367130890,0,WDD3412,0-AllShips,34-Diving,194.2,190,15-NotDefined,0,1738654601,15,5,34.241167,-119.26392,2025-02-04T07:45:46Z
Lela Franco,367678850,101258229,WDI2504,0-AllShips,9-Other,336.2,82,5-Moored,0.1,1738655016,24,10,33.908048,-118.450017,2025-02-04T07:45:46Z
Felina,368204860,0,WDM4269,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655071,28,7,33.972932,-118.45385,2025-02-04T07:45:46Z
Maggie,338225043,0,,0-AllShips,37-Pleasure,139.2,199.7,15-NotDefined,0,1738655022,13,6,33.460243,-117.701083,2025-02-04T07:45:46Z
Ohana,338330532,0,,0-AllShips,37-Pleasure,-1,290.5,15-NotDefined,0,1738654995,18,5,34.407073,-119.689433,2025-02-04T07:45:46Z
Pup,366870730,0,WDA9952,0-AllShips,33-Dredging,16.6,215,0-Underway(Engine),0.4,1738655072,0,0,34.159053,-119.230853,2025-02-04T07:45:46Z
Idler,338392952,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0.1,1738654963,10,3,33.846535,-118.395598,2025-02-04T07:45:46Z
Danger Bunny,338452133,0,,0-AllShips,37-Pleasure,-1,46,15-NotDefined,0,1738655140,11,3,34.407027,-119.691477,2025-02-04T07:45:46Z
Fireboat 4,367133910,0,WS 9087,0-AllShips,51-SAR,245.2,127,0-Underway(Engine),0,1738655143,22,8,33.765543,-118.255615,2025-02-04T07:45:46Z
Maria,367510010,0,WDF9901,0-AllShips,37-Pleasure,61.1,258.8,15-NotDefined,0,1738654998,23,6,33.720565,-118.278887,2025-02-04T07:45:46Z
Delta Teresa,368084540,0,WDK7444,0-AllShips,52-Tug,184.6,5,0-Underway(Engine),0,1738655141,28,10,33.739843,-118.278057,2025-02-04T07:45:46Z
Iver Foss,368351000,7638478,WYE6442,0-AllShips,31-Towing,107.6,248,5-Moored,0,1738655114,30,10,33.770472,-118.212865,2025-02-04T07:45:46Z
The King Fish,338138147,0,ABC1234,0-AllShips,30-Fishing,327.9,244.1,15-NotDefined,0,1738654890,10,3,33.976208,-118.443678,2025-02-04T07:45:46Z
Sweet Freedom,338225409,0,,0-AllShips,37-Pleasure,222.1,60.7,15-NotDefined,0.1,1738655081,13,4,33.757338,-118.187253,2025-02-04T07:45:46Z
Polar Drifter,338494694,0,,0-AllShips,30-Fishing,125.7,44.7,15-NotDefined,0.1,1738654985,12,12,34.243943,-119.263165,2025-02-04T07:45:46Z
Kelly C,367693690,0,WDI3956,0-AllShips,32-BigTow,185.5,252,5-Moored,0,1738655108,24,8,33.753668,-118.224,2025-02-04T07:45:46Z
Blue Sky,368217390,0,WDM5594,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654941,12,5,33.608153,-117.900275,2025-02-04T07:45:46Z
Advantage Award,538006204,9470131,V7KZ9,0-AllShips,8-Tanker,282.6,250,1-AtAnchor,0,1738655109,249,44,33.696388,-118.134158,2025-02-04T07:45:46Z
Sea Venture,303422000,9347413,WDC5952,0-AllShips,9-Other,77.8,357,5-Moored,0,1738655134,106,21,34.152282,-119.209905,2025-02-04T07:45:46Z
Blue Nose,338332364,0,,0-AllShips,37-Pleasure,146.7,33.5,15-NotDefined,0,1738654654,10,4,33.765665,-118.11309,2025-02-04T07:45:46Z
Endless Dreams,366872980,8975677,WDH2906,0-AllShips,6-Passenger,-1,42.9,0-Underway(Engine),0,1738655140,38,10,33.618267,-117.92221,2025-02-04T07:45:46Z
Last Dance,338335196,0,,0-AllShips,37-Pleasure,207.7,241.7,15-NotDefined,0,1738655091,0,0,33.759127,-118.187872,2025-02-04T07:45:46Z
Suenecito,338393177,0,,0-AllShips,37-Pleasure,212.4,270.5,15-NotDefined,0,1738654959,11,3,33.607348,-117.91328,2025-02-04T07:45:46Z
Victoria,338454981,0,,0-AllShips,36-Sailing,-1,245.8,15-NotDefined,0,1738654794,15,5,33.975733,-118.449732,2025-02-04T07:45:46Z
Todo Bien,338496245,0,,0-AllShips,37-Pleasure,193.7,319.9,15-NotDefined,0,1738655124,12,5,34.405665,-119.69055,2025-02-04T07:45:46Z
Motu,367519420,0,WDG2800,0-AllShips,36-Sailing,0,0,15-NotDefined,0,1738654617,13,4,34.245853,-119.262027,2025-02-04T07:45:46Z
Fighting Irish,338226227,0,,0-AllShips,37-Pleasure,141,141,15-NotDefined,0,1738654637,12,4,33.765367,-118.122268,2025-02-04T07:45:46Z
Kestrel,367137240,0,WDM6854,0-AllShips,37-Pleasure,-1,179,15-NotDefined,0,1738655118,11,2,33.751955,-118.111433,2025-02-04T07:45:46Z
Stanley's Cup,368089050,0,WDK7912,0-AllShips,36-Sailing,-1,95.4,15-NotDefined,0,1738654705,10,3,33.609725,-117.89659,2025-02-04T07:45:46Z
Marmac 304,368351350,0,WDP4105,9-NoInfo,0-Unknown,187.6,12,15-NotDefined,0,1738655141,90,46,33.745633,-118.224268,2025-02-04T07:45:46Z
Sfl Sabine,538007465,9799874,V7PB3,0-AllShips,8-Tanker,355,247,1-AtAnchor,0,1738655059,250,44,33.6879,-118.14358,2025-02-04T07:45:46Z
Cast Away,338139535,0,WDA2202,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654729,16,3,34.168592,-119.222447,2025-02-04T07:45:46Z
Painkiller,338393719,0,,0-AllShips,36-Sailing,-1,-1,15-NotDefined,0,1738655089,16,6,33.980688,-118.451882,2025-02-04T07:45:46Z
Mess Around,338455065,0,,0-AllShips,37-Pleasure,-1,315,15-NotDefined,0,1738655104,6,4,33.725768,-118.076208,2025-02-04T07:45:46Z
Ocean Guardian,367520510,0,WDG2908,0-AllShips,54-AntiPol,185,114.6,5-Moored,0,1738654689,20,6,34.250205,-119.265612,2025-02-04T07:45:46Z
Aubrey Ella,367695640,0,WDI4147,0-AllShips,37-Pleasure,233.7,259.1,15-NotDefined,0,1738655028,22,6,33.981317,-118.44586,2025-02-04T07:45:46Z
Gypsea,368221260,0,WDM6000,0-AllShips,36-Sailing,-1,144,15-NotDefined,0,1738654983,10,4,33.846703,-118.395817,2025-02-04T07:45:46Z
Sarah Avrick,303466000,0,WDL7424,0-AllShips,52-Tug,13.2,206,0-Underway(Engine),0,1738655137,30,10,33.76363,-118.25703,2025-02-04T07:45:46Z
Kala,338337392,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0.5,1738655008,0,0,34.406002,-119.689112,2025-02-04T07:45:46Z
Cg47231,366999858,0,,0-AllShips,51-SAR,211,126.8,0-Underway(Engine),0,1738654689,14,4,35.370842,-120.858455,2025-02-04T07:45:46Z
Cg47280,366999859,0,,0-AllShips,51-SAR,126.5,303.6,0-Underway(Engine),0,1738654561,14,4,35.370973,-120.858635,2025-02-04T07:45:46Z
Souvenir,368320160,0,WDD7936,0-AllShips,37-Pleasure,249.7,116.9,5-Moored,0,1738655010,27,7,35.37008,-120.857152,2025-02-04T07:45:46Z
Papagallo Ii,367107830,0,WDC9874,0-AllShips,6-Passenger,-1,-1,15-NotDefined,0,1738653528,24,6,35.369883,-120.856373,2025-02-04T07:45:46Z
American Endurance,369040000,9759886,KAED,0-AllShips,8-Tanker,267.1,270,0-Underway(Engine),14.2,1738654838,183,32,33.688595,-121.065165,2025-02-04T07:45:46Z
Msc Flavia,373004000,9467433,3FBD7,1-HazCatX,7-Cargo,52.7,277,0-Underway(Engine),1.5,1738655136,366,48,34.874323,-121.05835,2025-02-04T07:45:46Z
Wan Hai 512,566642000,9457622,9V7578,0-AllShips,7-Cargo,28.8,253,2-NotUnderCmd,0.4,1738654927,259,37,33.490117,-120.997157,2025-02-04T07:45:46Z
Swell Dish,338143454,0,,0-AllShips,36-Sailing,-1,142.7,15-NotDefined,0,1738654531,12,3,35.369805,-120.856937,2025-02-04T07:45:46Z
Happy Duck,338144322,0,,0-AllShips,37-Pleasure,188.1,188.1,15-NotDefined,0,1738654873,7,3,35.390613,-120.85531,2025-02-04T07:45:46Z
Ken Yo,353579000,9547154,H9UU,0-AllShips,7-Cargo,88.9,90,0-Underway(Engine),11.3,1738654450,185,31,34.465462,-122.815168,2025-02-04T07:45:46Z
Apache,368073320,9888376,WDK6312,0-AllShips,31-Towing,325,325,11-Reserved,8.3,1738654518,39,11,35.597085,-122.137902,2025-02-04T07:45:46Z
Argent Gerbera,538003929,9424596,V7UC4,0-AllShips,8-Tanker,156,157,0-Underway(Engine),13.2,1738654958,175,28,35.8882,-122.40925,2025-02-04T07:45:46Z
Sti San Telmo,538007041,9794410,V7VD8,0-AllShips,8-Tanker,249.4,247,0-Underway(Engine),12.4,1738654195,183,32,34.123302,-122.670708,2025-02-04T07:45:46Z
Polynesia,636020846,9435246,A8PS7,0-AllShips,7-Cargo,335.4,331,0-Underway(Engine),9.1,1738654845,175,27,36.052827,-122.123345,2025-02-04T07:45:46Z
